item	cash	token0	token1	token2	token3	token16	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_token_03			3						
item_tcg_loot_reward_series4_falleens_fist_02_01						1			
item_tcg_loot_reward_series1_hans_hydrospanner	20000								
item_player_house_deed_jabbas_sail_barge						20			
object/tangible/veteran_reward/vehicle_transport_skiff.iff						1			
armor_infiltrator_bicep_l						1			
armor_infiltrator_bicep_r						1			
armor_infiltrator_bracer_l						1			
armor_infiltrator_bracer_r						1			
armor_infiltrator_helmet						1			
armor_infiltrator_chest_plate						1			
armor_infiltrator_leggings						1			
armor_infiltrator_gloves						1			
armor_infiltrator_boots						1			
armor_infiltrator_belt						1			
item_tcg_loot_reward_series1_greeter_bomarr_monk						1			
item_tcg_loot_reward_series2_vendor_bomarr_monk						1			
item_tcg_loot_reward_series2_greeter_serving_droid						1			
item_tcg_loot_reward_series2_drink_dispenser						1			
item_pgc_jabba_chandelier						1			
item_pgc_jabba_drapes						1			
item_pgc_jabba_fancyrug						1			
item_pgc_jabba_gargoyle						1			
item_pgc_jabba_generator						1			
item_pgc_jabba_table						1			
item_pgc_jabba_tassels						1			
item_pgc_jabba_windchime						1			
item_pgc_fireplace						1			
object/tangible/veteran_reward/frn_vet_fireplace.iff						1			
item_tcg_loot_reward_series5_jabbas_roasting_spit						1			
item_tcg_loot_reward_series6_jabba_bed						1			
item_vet_reward_greeter_gamorrean						1			
item_tcg_loot_reward_series4_greeter_palowick						1			
item_tcg_loot_reward_series4_vendor_kitonak_02_01						1			
item_tcg_loot_reward_series6_auto_feeder						1			
item_tcg_loot_reward_series6_shock_collar						1			
item_tcg_loot_reward_series9_vendor_serving_droid						1			
item_tcg_loot_reward_series7_max_rebo_diorama						1			
item_tcg_loot_reward_series8_cryo_room						1			
item_tcg_loot_reward_series7_hutt_fighter_familiar						1			
item_tcg_loot_reward_series5_title						1			
item_tcg_loot_reward_series3_gargans_hands_of_seduction						1			
item_costume_gamorrean_guard	100								
item_costume_monkey_lizard	100								
item_costume_hutt_female	100								
costume_chevin	100								
item_costume_kit	1								
