item	cash	token0	token1	token2	token3	token16	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_token_03	500000								
item_publish_gift_29_generic_04_01						1			
item_publish_gift_magic_control_object_03_01						1			
item_tcg_loot_reward_series9_djj						1			
item_tcg_loot_reward_series9_tpm						1			
item_tcg_loot_reward_series9_aoc						1			
item_tcg_loot_reward_series9_cwm						1			
item_tcg_loot_reward_series9_cws						1			
item_tcg_loot_reward_series9_ros						1			
item_tcg_loot_reward_series9_vc						1			
item_tcg_loot_reward_series9_solo						1			
item_tcg_loot_reward_series9_ro						1			
item_tcg_loot_reward_series9_rebels						1			
item_tcg_loot_reward_series9_swr						1			
item_tcg_loot_reward_series9_tfa						1			
item_tcg_loot_reward_series9_tlj						1			
item_tcg_loot_reward_series9_tlj2						1			
item_tcg_loot_reward_series9_ep9a						1			
item_tcg_loot_reward_series9_ep9b						1			
item_tcg_loot_reward_series9_ep9						1			
item_tcg_loot_reward_series9_ep9c						1			
item_tcg_loot_reward_series9_ep9d						1			
item_tcg_loot_reward_series9_ep9e						1			
object/tangible/veteran_reward/one_year_anniversary/painting_10.iff						1			
object/tangible/veteran_reward/frn_vet_painting_s011.iff						1			
object/tangible/veteran_reward/frn_vet_painting_april_07.iff						1			
object/tangible/veteran_reward/frn_vet_painting_anniversary_s30.iff						1			
object/tangible/veteran_reward/frn_vet_painting_community_summit_s02.iff						1			
item_galactic_gathering_2008_painting_04_01						1			
item_heroic_axkva_min_painting_01_01						1			
item_heroic_tusken_painting_01_01						1			
item_heroic_ig88_painting_01_01						1			
item_heroic_exar_kun_painting_01_01						1			
item_publish_gift_33_picture_01_01						1			
item_tcg_loot_reward_series2_painting_darth_vader						1			
item_tcg_loot_reward_series8_painting_victory						1			
item_tcg_loot_reward_series7_commando_painting						1			
item_tcg_loot_reward_series9_ew1						1			
item_tcg_loot_reward_series9_ew2						1			
